filename,width,height,n_frames,fps
v_SalsaSpin_g03_c04.avi,320,240,168,25.0
v_SalsaSpin_g07_c04.avi,320,240,167,25.0
v_SalsaSpin_g07_c03.avi,320,240,167,25.0
v_SalsaSpin_g03_c03.avi,320,240,168,25.0
v_SalsaSpin_g23_c01.avi,320,240,168,25.0
v_SalsaSpin_g04_c01.avi,320,240,333,25.0
v_SalsaSpin_g08_c01.avi,320,240,200,25.0
v_SalsaSpin_g04_c06.avi,320,240,333,25.0
v_SalsaSpin_g13_c01.avi,320,240,200,25.0
v_SalsaSpin_g17_c01.avi,320,240,168,25.0
v_SalsaSpin_g18_c04.avi,320,240,168,25.0
v_SalsaSpin_g10_c03.avi,320,240,168,25.0
v_SalsaSpin_g14_c03.avi,320,240,333,25.0
v_SalsaSpin_g23_c02.avi,320,240,168,25.0
v_SalsaSpin_g14_c04.avi,320,240,333,25.0
v_SalsaSpin_g18_c03.avi,320,240,168,25.0
v_SalsaSpin_g10_c04.avi,320,240,168,25.0
v_SalsaSpin_g08_c02.avi,320,240,200,25.0
v_SalsaSpin_g04_c05.avi,320,240,333,25.0
v_SalsaSpin_g04_c02.avi,320,240,333,25.0
v_SalsaSpin_g08_c05.avi,320,240,200,25.0
v_SalsaSpin_g01_c04.avi,320,240,167,25.0
v_SalsaSpin_g09_c03.avi,320,240,167,25.0
v_SalsaSpin_g05_c04.avi,320,240,200,25.0
v_SalsaSpin_g05_c03.avi,320,240,200,25.0
v_SalsaSpin_g01_c03.avi,320,240,167,25.0
v_SalsaSpin_g09_c04.avi,320,240,167,25.0
v_SalsaSpin_g11_c02.avi,320,240,167,25.0
v_SalsaSpin_g22_c04.avi,320,240,333,25.0
v_SalsaSpin_g15_c02.avi,320,240,167,25.0
v_SalsaSpin_g22_c03.avi,320,240,333,25.0
v_SalsaSpin_g15_c05.avi,320,240,167,25.0
v_SalsaSpin_g19_c02.avi,320,240,333,25.0
v_SalsaSpin_g11_c05.avi,320,240,167,25.0
v_SalsaSpin_g06_c01.avi,320,240,167,25.0
v_SalsaSpin_g02_c01.avi,320,240,333,25.0
v_SalsaSpin_g02_c06.avi,320,240,333,25.0
v_SalsaSpin_g21_c01.avi,320,240,200,25.0
v_SalsaSpin_g25_c01.avi,320,240,333,25.0
v_SalsaSpin_g04_c03.avi,320,240,333,25.0
v_SalsaSpin_g08_c04.avi,320,240,200,25.0
v_SalsaSpin_g08_c03.avi,320,240,200,25.0
v_SalsaSpin_g04_c04.avi,320,240,333,25.0
v_SalsaSpin_g23_c03.avi,320,240,168,25.0
v_SalsaSpin_g14_c05.avi,320,240,333,25.0
v_SalsaSpin_g18_c02.avi,320,240,168,25.0
v_SalsaSpin_g10_c05.avi,320,240,168,25.0
v_SalsaSpin_g10_c02.avi,320,240,168,25.0
v_SalsaSpin_g23_c04.avi,320,240,168,25.0
v_SalsaSpin_g14_c02.avi,320,240,333,25.0
v_SalsaSpin_g03_c06.avi,320,240,168,25.0
v_SalsaSpin_g07_c06.avi,320,240,167,25.0
v_SalsaSpin_g07_c01.avi,320,240,167,25.0
v_SalsaSpin_g03_c01.avi,320,240,168,25.0
v_SalsaSpin_g20_c01.avi,320,240,167,25.0
v_SalsaSpin_g24_c01.avi,320,240,168,25.0
v_SalsaSpin_g12_c01.avi,320,240,200,25.0
v_SalsaSpin_g16_c01.avi,320,240,333,25.0
v_SalsaSpin_g12_c06.avi,320,240,200,25.0
v_SalsaSpin_g02_c07.avi,320,240,333,25.0
v_SalsaSpin_g22_c02.avi,320,240,333,25.0
v_SalsaSpin_g15_c04.avi,320,240,167,25.0
v_SalsaSpin_g19_c03.avi,320,240,333,25.0
v_SalsaSpin_g11_c04.avi,320,240,167,25.0
v_SalsaSpin_g19_c04.avi,320,240,276,25.0
v_SalsaSpin_g11_c03.avi,320,240,167,25.0
v_SalsaSpin_g22_c05.avi,320,240,333,25.0
v_SalsaSpin_g15_c03.avi,320,240,167,25.0
v_SalsaSpin_g05_c02.avi,320,240,200,25.0
v_SalsaSpin_g01_c02.avi,320,240,167,25.0
v_SalsaSpin_g09_c05.avi,320,240,167,25.0
v_SalsaSpin_g01_c05.avi,320,240,167,25.0
v_SalsaSpin_g09_c02.avi,320,240,167,25.0
v_SalsaSpin_g05_c05.avi,320,240,200,25.0
v_HammerThrow_g04_c02.avi,320,240,85,25.0
v_HammerThrow_g08_c05.avi,320,240,201,25.0
v_HammerThrow_g08_c02.avi,320,240,185,25.0
v_HammerThrow_g04_c05.avi,320,240,102,25.0
v_HammerThrow_g14_c04.avi,320,240,182,25.0
v_HammerThrow_g23_c02.avi,320,240,125,25.0
v_HammerThrow_g18_c03.avi,320,240,131,25.0
v_HammerThrow_g10_c04.avi,320,240,237,25.0
v_HammerThrow_g18_c04.avi,320,240,156,25.0
v_HammerThrow_g10_c03.avi,320,240,172,25.0
v_HammerThrow_g14_c03.avi,320,240,178,25.0
v_HammerThrow_g23_c05.avi,320,240,139,25.0
v_HammerThrow_g03_c07.avi,320,240,225,25.0
v_HammerThrow_g13_c01.avi,320,240,180,25.0
v_HammerThrow_g17_c01.avi,320,240,152,25.0
v_HammerThrow_g13_c06.avi,320,240,179,25.0
v_HammerThrow_g21_c01.avi,320,240,187,25.0
v_HammerThrow_g25_c01.avi,320,240,122,25.0
v_HammerThrow_g12_c07.avi,320,240,197,25.0
v_HammerThrow_g02_c06.avi,320,240,211,25.0
v_HammerThrow_g06_c06.avi,320,240,138,25.0
v_HammerThrow_g06_c01.avi,320,240,242,25.0
v_HammerThrow_g02_c01.avi,320,240,270,25.0
v_HammerThrow_g15_c05.avi,320,240,227,25.0
v_HammerThrow_g22_c03.avi,320,240,165,25.0
v_HammerThrow_g19_c02.avi,320,240,175,25.0
v_HammerThrow_g11_c05.avi,320,240,162,25.0
v_HammerThrow_g19_c05.avi,320,240,209,25.0
v_HammerThrow_g11_c02.avi,320,240,101,25.0
v_HammerThrow_g15_c02.avi,320,240,238,25.0
v_HammerThrow_g22_c04.avi,320,240,132,25.0
v_HammerThrow_g05_c03.avi,320,240,229,25.0
v_HammerThrow_g01_c03.avi,320,240,154,25.0
v_HammerThrow_g09_c04.avi,320,240,165,25.0
v_HammerThrow_g01_c04.avi,320,240,240,25.0
v_HammerThrow_g09_c03.avi,320,240,150,25.0
v_HammerThrow_g05_c04.avi,320,240,253,25.0
v_HammerThrow_g20_c01.avi,320,240,203,25.0
v_HammerThrow_g24_c01.avi,320,240,197,25.0
v_HammerThrow_g13_c07.avi,320,240,167,25.0
v_HammerThrow_g07_c01.avi,320,240,111,25.0
v_HammerThrow_g03_c01.avi,320,240,211,25.0
v_HammerThrow_g03_c06.avi,320,240,253,25.0
v_HammerThrow_g18_c05.avi,320,240,116,25.0
v_HammerThrow_g10_c02.avi,320,240,181,25.0
v_HammerThrow_g14_c02.avi,320,240,225,25.0
v_HammerThrow_g23_c04.avi,320,240,150,25.0
v_HammerThrow_g14_c05.avi,320,240,91,25.0
v_HammerThrow_g23_c03.avi,320,240,229,25.0
v_HammerThrow_g18_c02.avi,320,240,139,25.0
v_HammerThrow_g10_c05.avi,320,240,231,25.0
v_HammerThrow_g08_c03.avi,320,240,202,25.0
v_HammerThrow_g04_c04.avi,320,240,89,25.0
v_HammerThrow_g04_c03.avi,320,240,106,25.0
v_HammerThrow_g08_c04.avi,320,240,202,25.0
v_HammerThrow_g01_c05.avi,320,240,154,25.0
v_HammerThrow_g09_c02.avi,320,240,130,25.0
v_HammerThrow_g05_c05.avi,320,240,246,25.0
v_HammerThrow_g05_c02.avi,320,240,261,25.0
v_HammerThrow_g01_c02.avi,320,240,247,25.0
v_HammerThrow_g09_c05.avi,320,240,137,25.0
v_HammerThrow_g19_c04.avi,320,240,209,25.0
v_HammerThrow_g11_c03.avi,320,240,157,25.0
v_HammerThrow_g15_c03.avi,320,240,225,25.0
v_HammerThrow_g22_c05.avi,320,240,134,25.0
v_HammerThrow_g15_c04.avi,320,240,211,25.0
v_HammerThrow_g22_c02.avi,320,240,181,25.0
v_HammerThrow_g19_c03.avi,320,240,165,25.0
v_HammerThrow_g11_c04.avi,320,240,149,25.0
v_HammerThrow_g02_c07.avi,320,240,235,25.0
v_HammerThrow_g06_c07.avi,320,240,227,25.0
v_HammerThrow_g12_c06.avi,320,240,189,25.0
v_HammerThrow_g12_c01.avi,320,240,182,25.0
v_HammerThrow_g16_c01.avi,320,240,163,25.0
v_HammerThrow_g05_c01.avi,320,240,245,25.0
v_HammerThrow_g01_c01.avi,320,240,113,25.0
v_HammerThrow_g09_c06.avi,320,240,136,25.0
v_HammerThrow_g01_c06.avi,320,240,194,25.0
v_HammerThrow_g09_c01.avi,320,240,133,25.0
v_HammerThrow_g05_c06.avi,320,240,261,25.0
v_HammerThrow_g22_c01.avi,320,240,154,25.0
v_HammerThrow_g19_c07.avi,320,240,197,25.0
v_HammerThrow_g22_c06.avi,320,240,134,25.0
v_HammerThrow_g02_c04.avi,320,240,223,25.0
v_HammerThrow_g06_c04.avi,320,240,249,25.0
v_HammerThrow_g06_c03.avi,320,240,160,25.0
v_HammerThrow_g02_c03.avi,320,240,211,25.0
v_HammerThrow_g25_c04.avi,320,240,191,25.0
v_HammerThrow_g12_c02.avi,320,240,182,25.0
v_HammerThrow_g16_c02.avi,320,240,115,25.0
v_HammerThrow_g21_c04.avi,320,240,139,25.0
v_HammerThrow_g21_c03.avi,320,240,147,25.0
v_HammerThrow_g25_c03.avi,320,240,125,25.0
v_HammerThrow_g12_c05.avi,320,240,167,25.0
v_HammerThrow_g13_c03.avi,320,240,135,25.0
v_HammerThrow_g17_c03.avi,320,240,183,25.0
v_HammerThrow_g20_c05.avi,320,240,204,25.0
v_HammerThrow_g17_c04.avi,320,240,180,25.0
v_HammerThrow_g20_c02.avi,320,240,192,25.0
v_HammerThrow_g24_c02.avi,320,240,147,25.0
v_HammerThrow_g13_c04.avi,320,240,91,25.0
v_HammerThrow_g03_c05.avi,320,240,183,25.0
v_HammerThrow_g07_c05.avi,320,240,88,25.0
v_HammerThrow_g07_c02.avi,320,240,111,25.0
v_HammerThrow_g03_c02.avi,320,240,239,25.0
v_HammerThrow_g14_c06.avi,320,240,186,25.0
v_HammerThrow_g18_c01.avi,320,240,102,25.0
v_HammerThrow_g10_c06.avi,320,240,129,25.0
v_HammerThrow_g10_c01.avi,320,240,252,25.0
v_HammerThrow_g14_c01.avi,320,240,174,25.0
v_HammerThrow_g23_c07.avi,320,240,193,25.0
v_HammerThrow_g04_c07.avi,320,240,89,25.0
v_HammerThrow_g16_c04.avi,320,240,148,25.0
v_HammerThrow_g21_c02.avi,320,240,232,25.0
v_HammerThrow_g25_c02.avi,320,240,93,25.0
v_HammerThrow_g12_c04.avi,320,240,159,25.0
v_HammerThrow_g25_c05.avi,320,240,129,25.0
v_HammerThrow_g12_c03.avi,320,240,197,25.0
v_HammerThrow_g16_c03.avi,320,240,120,25.0
v_HammerThrow_g21_c05.avi,320,240,139,25.0
v_HammerThrow_g06_c02.avi,320,240,131,25.0
v_HammerThrow_g02_c02.avi,320,240,259,25.0
v_HammerThrow_g02_c05.avi,320,240,258,25.0
v_HammerThrow_g06_c05.avi,320,240,234,25.0
v_HammerThrow_g19_c06.avi,320,240,241,25.0
v_HammerThrow_g11_c01.avi,320,240,142,25.0
v_HammerThrow_g15_c01.avi,320,240,234,25.0
v_HammerThrow_g22_c07.avi,320,240,154,25.0
v_HammerThrow_g19_c01.avi,320,240,198,25.0
v_HammerThrow_g11_c06.avi,320,240,138,25.0
v_HammerThrow_g09_c07.avi,320,240,143,25.0
v_HammerThrow_g08_c01.avi,320,240,202,25.0
v_HammerThrow_g04_c06.avi,320,240,104,25.0
v_HammerThrow_g04_c01.avi,320,240,121,25.0
v_HammerThrow_g08_c06.avi,320,240,166,25.0
v_HammerThrow_g23_c06.avi,320,240,205,25.0
v_HammerThrow_g23_c01.avi,320,240,207,25.0
v_HammerThrow_g10_c07.avi,320,240,209,25.0
v_HammerThrow_g07_c03.avi,320,240,139,25.0
v_HammerThrow_g03_c03.avi,320,240,166,25.0
v_HammerThrow_g03_c04.avi,320,240,211,25.0
v_HammerThrow_g07_c04.avi,320,240,84,25.0
v_HammerThrow_g17_c05.avi,320,240,177,25.0
v_HammerThrow_g20_c03.avi,320,240,191,25.0
v_HammerThrow_g24_c03.avi,320,240,161,25.0
v_HammerThrow_g13_c05.avi,320,240,167,25.0
v_HammerThrow_g24_c04.avi,320,240,139,25.0
v_HammerThrow_g13_c02.avi,320,240,90,25.0
v_HammerThrow_g17_c02.avi,320,240,157,25.0
v_HammerThrow_g20_c04.avi,320,240,119,25.0
v_Kayaking_g04_c07.avi,320,240,187,25.0
v_Kayaking_g18_c01.avi,320,240,164,25.0
v_Kayaking_g14_c01.avi,320,240,151,25.0
v_Kayaking_g10_c01.avi,320,240,165,25.0
v_Kayaking_g18_c06.avi,320,240,155,25.0
v_Kayaking_g03_c02.avi,320,240,166,25.0
v_Kayaking_g07_c02.avi,320,240,166,25.0
v_Kayaking_g17_c03.avi,320,240,174,25.0
v_Kayaking_g20_c05.avi,320,240,163,25.0
v_Kayaking_g24_c05.avi,320,240,196,25.0
v_Kayaking_g13_c03.avi,320,240,375,25.0
v_Kayaking_g24_c02.avi,320,240,199,25.0
v_Kayaking_g13_c04.avi,320,240,375,25.0
v_Kayaking_g17_c04.avi,320,240,197,25.0
v_Kayaking_g20_c02.avi,320,240,162,25.0
v_Kayaking_g16_c02.avi,320,240,326,25.0
v_Kayaking_g21_c04.avi,320,240,208,25.0
v_Kayaking_g25_c04.avi,320,240,303,25.0
v_Kayaking_g12_c02.avi,320,240,368,25.0
v_Kayaking_g25_c03.avi,320,240,352,25.0
v_Kayaking_g16_c05.avi,320,240,301,25.0
v_Kayaking_g21_c03.avi,320,240,152,25.0
v_Kayaking_g06_c04.avi,320,240,155,25.0
v_Kayaking_g02_c04.avi,320,240,181,25.0
v_Kayaking_g02_c03.avi,320,240,181,25.0
v_Kayaking_g06_c03.avi,320,240,151,25.0
v_Kayaking_g11_c07.avi,320,240,171,25.0
v_Kayaking_g15_c07.avi,320,240,158,25.0
v_Kayaking_g22_c01.avi,320,240,187,25.0
v_Kayaking_g22_c06.avi,320,240,183,25.0
v_Kayaking_g09_c06.avi,320,240,205,25.0
v_Kayaking_g01_c01.avi,320,240,229,25.0
v_Kayaking_g05_c01.avi,320,240,185,25.0
v_Kayaking_g09_c01.avi,320,240,193,25.0
v_Kayaking_g01_c06.avi,320,240,198,25.0
v_Kayaking_g24_c03.avi,320,240,204,25.0
v_Kayaking_g17_c05.avi,320,240,154,25.0
v_Kayaking_g20_c03.avi,320,240,151,25.0
v_Kayaking_g17_c02.avi,320,240,154,25.0
v_Kayaking_g20_c04.avi,320,240,154,25.0
v_Kayaking_g24_c04.avi,320,240,192,25.0
v_Kayaking_g13_c02.avi,320,240,502,25.0
v_Kayaking_g03_c03.avi,320,240,162,25.0
v_Kayaking_g07_c03.avi,320,240,159,25.0
v_Kayaking_g07_c04.avi,320,240,152,25.0
v_Kayaking_g03_c04.avi,320,240,187,25.0
v_Kayaking_g23_c06.avi,320,240,156,25.0
v_Kayaking_g18_c07.avi,320,240,161,25.0
v_Kayaking_g23_c01.avi,320,240,176,25.0
v_Kayaking_g04_c06.avi,320,240,185,25.0
v_Kayaking_g08_c01.avi,320,240,182,25.0
v_Kayaking_g08_c06.avi,320,240,151,25.0
v_Kayaking_g04_c01.avi,320,240,209,25.0
v_Kayaking_g15_c01.avi,320,240,165,25.0
v_Kayaking_g22_c07.avi,320,240,196,25.0
v_Kayaking_g11_c01.avi,320,240,158,25.0
v_Kayaking_g11_c06.avi,320,240,154,25.0
v_Kayaking_g19_c01.avi,320,240,205,25.0
v_Kayaking_g15_c06.avi,320,240,158,25.0
v_Kayaking_g02_c02.avi,320,240,214,25.0
v_Kayaking_g06_c02.avi,320,240,163,25.0
v_Kayaking_g06_c05.avi,320,240,156,25.0
v_Kayaking_g25_c02.avi,320,240,398,25.0
v_Kayaking_g12_c04.avi,320,240,306,25.0
v_Kayaking_g16_c04.avi,320,240,303,25.0
v_Kayaking_g21_c02.avi,320,240,192,25.0
v_Kayaking_g16_c03.avi,320,240,325,25.0
v_Kayaking_g21_c05.avi,320,240,194,25.0
v_Kayaking_g12_c03.avi,320,240,372,25.0
v_Kayaking_g09_c04.avi,320,240,200,25.0
v_Kayaking_g01_c03.avi,320,240,187,25.0
v_Kayaking_g05_c03.avi,320,240,183,25.0
v_Kayaking_g05_c04.avi,320,240,185,25.0
v_Kayaking_g09_c03.avi,320,240,199,25.0
v_Kayaking_g01_c04.avi,320,240,188,25.0
v_Kayaking_g11_c05.avi,320,240,153,25.0
v_Kayaking_g19_c02.avi,320,240,151,25.0
v_Kayaking_g15_c05.avi,320,240,158,25.0
v_Kayaking_g22_c03.avi,320,240,193,25.0
v_Kayaking_g15_c02.avi,320,240,160,25.0
v_Kayaking_g22_c04.avi,320,240,188,25.0
v_Kayaking_g11_c02.avi,320,240,158,25.0
v_Kayaking_g19_c05.avi,320,240,184,25.0
v_Kayaking_g06_c06.avi,320,240,161,25.0
v_Kayaking_g02_c01.avi,320,240,198,25.0
v_Kayaking_g06_c01.avi,320,240,151,25.0
v_Kayaking_g21_c06.avi,320,240,157,25.0
v_Kayaking_g25_c01.avi,320,240,311,25.0
v_Kayaking_g16_c07.avi,320,240,310,25.0
v_Kayaking_g21_c01.avi,320,240,158,25.0
v_Kayaking_g17_c01.avi,320,240,168,25.0
v_Kayaking_g20_c07.avi,320,240,151,25.0
v_Kayaking_g13_c01.avi,320,240,381,25.0
v_Kayaking_g17_c06.avi,320,240,151,25.0
v_Kayaking_g10_c04.avi,320,240,214,25.0
v_Kayaking_g18_c03.avi,320,240,167,25.0
v_Kayaking_g14_c04.avi,320,240,151,25.0
v_Kayaking_g23_c02.avi,320,240,154,25.0
v_Kayaking_g14_c03.avi,320,240,153,25.0
v_Kayaking_g23_c05.avi,320,240,240,25.0
v_Kayaking_g10_c03.avi,320,240,159,25.0
v_Kayaking_g18_c04.avi,320,240,157,25.0
v_Kayaking_g08_c05.avi,320,240,156,25.0
v_Kayaking_g04_c02.avi,320,240,237,25.0
v_Kayaking_g04_c05.avi,320,240,191,25.0
v_Kayaking_g08_c02.avi,320,240,156,25.0
v_Kayaking_g16_c06.avi,320,240,376,25.0
v_Kayaking_g16_c01.avi,320,240,313,25.0
v_Kayaking_g21_c07.avi,320,240,160,25.0
v_Kayaking_g12_c01.avi,320,240,465,25.0
v_Kayaking_g06_c07.avi,320,240,151,25.0
v_Kayaking_g15_c03.avi,320,240,151,25.0
v_Kayaking_g22_c05.avi,320,240,209,25.0
v_Kayaking_g11_c03.avi,320,240,161,25.0
v_Kayaking_g19_c04.avi,320,240,151,25.0
v_Kayaking_g11_c04.avi,320,240,158,25.0
v_Kayaking_g19_c03.avi,320,240,181,25.0
v_Kayaking_g15_c04.avi,320,240,159,25.0
v_Kayaking_g22_c02.avi,320,240,181,25.0
v_Kayaking_g09_c02.avi,320,240,194,25.0
v_Kayaking_g01_c05.avi,320,240,201,25.0
v_Kayaking_g09_c05.avi,320,240,190,25.0
v_Kayaking_g01_c02.avi,320,240,192,25.0
v_Kayaking_g05_c02.avi,320,240,181,25.0
v_Kayaking_g04_c04.avi,320,240,211,25.0
v_Kayaking_g08_c03.avi,320,240,151,25.0
v_Kayaking_g08_c04.avi,320,240,170,25.0
v_Kayaking_g04_c03.avi,320,240,181,25.0
v_Kayaking_g14_c02.avi,320,240,151,25.0
v_Kayaking_g23_c04.avi,320,240,151,25.0
v_Kayaking_g10_c02.avi,320,240,157,25.0
v_Kayaking_g18_c05.avi,320,240,157,25.0
v_Kayaking_g10_c05.avi,320,240,175,25.0
v_Kayaking_g18_c02.avi,320,240,182,25.0
v_Kayaking_g23_c03.avi,320,240,172,25.0
v_Kayaking_g03_c01.avi,320,240,163,25.0
v_Kayaking_g07_c01.avi,320,240,177,25.0
v_Kayaking_g24_c01.avi,320,240,185,25.0
v_Kayaking_g20_c01.avi,320,240,164,25.0
v_Kayaking_g20_c06.avi,320,240,179,25.0
v_Kayaking_g24_c06.avi,320,240,188,25.0
v_HeadMassage_g09_c01.avi,320,240,104,25.0
v_HeadMassage_g05_c06.avi,320,240,107,25.0
v_HeadMassage_g05_c01.avi,320,240,219,25.0
v_HeadMassage_g01_c01.avi,320,240,154,25.0
v_HeadMassage_g22_c06.avi,320,240,173,25.0
v_HeadMassage_g15_c07.avi,320,240,133,25.0
v_HeadMassage_g22_c01.avi,320,240,214,25.0
v_HeadMassage_g11_c07.avi,320,240,248,25.0
v_HeadMassage_g06_c03.avi,320,240,238,25.0
v_HeadMassage_g02_c03.avi,320,240,278,25.0
v_HeadMassage_g02_c04.avi,320,240,257,25.0
v_HeadMassage_g06_c04.avi,320,240,232,25.0
v_HeadMassage_g21_c03.avi,320,240,131,25.0
v_HeadMassage_g25_c03.avi,320,240,136,25.0
v_HeadMassage_g12_c05.avi,320,240,169,25.0
v_HeadMassage_g25_c04.avi,320,240,160,25.0
v_HeadMassage_g12_c02.avi,320,240,103,25.0
v_HeadMassage_g16_c02.avi,320,240,74,25.0
v_HeadMassage_g21_c04.avi,320,240,114,25.0
v_HeadMassage_g17_c04.avi,320,240,260,25.0
v_HeadMassage_g20_c02.avi,320,240,131,25.0
v_HeadMassage_g24_c02.avi,320,240,118,25.0
v_HeadMassage_g13_c04.avi,320,240,82,25.0
v_HeadMassage_g13_c03.avi,320,240,105,25.0
v_HeadMassage_g17_c03.avi,320,240,235,25.0
v_HeadMassage_g20_c05.avi,320,240,106,25.0
v_HeadMassage_g07_c02.avi,320,240,298,25.0
v_HeadMassage_g03_c02.avi,320,240,320,25.0
v_HeadMassage_g03_c05.avi,320,240,349,25.0
v_HeadMassage_g07_c05.avi,320,240,249,25.0
v_HeadMassage_g10_c01.avi,320,240,107,25.0
v_HeadMassage_g18_c06.avi,320,240,120,25.0
v_HeadMassage_g14_c01.avi,320,240,100,25.0
v_HeadMassage_g23_c07.avi,320,240,255,25.0
v_HeadMassage_g14_c06.avi,320,240,99,25.0
v_HeadMassage_g18_c01.avi,320,240,243,25.0
v_HeadMassage_g08_c07.avi,320,240,239,25.0
v_HeadMassage_g25_c05.avi,320,240,158,25.0
v_HeadMassage_g12_c03.avi,320,240,106,25.0
v_HeadMassage_g16_c03.avi,320,240,75,25.0
v_HeadMassage_g21_c05.avi,320,240,135,25.0
v_HeadMassage_g16_c04.avi,320,240,93,25.0
v_HeadMassage_g21_c02.avi,320,240,115,25.0
v_HeadMassage_g25_c02.avi,320,240,100,25.0
v_HeadMassage_g12_c04.avi,320,240,165,25.0
v_HeadMassage_g02_c05.avi,320,240,307,25.0
v_HeadMassage_g06_c05.avi,320,240,263,25.0
v_HeadMassage_g06_c02.avi,320,240,111,25.0
v_HeadMassage_g02_c02.avi,320,240,241,25.0
v_HeadMassage_g15_c06.avi,320,240,223,25.0
v_HeadMassage_g11_c06.avi,320,240,174,25.0
v_HeadMassage_g19_c01.avi,320,240,149,25.0
v_HeadMassage_g11_c01.avi,320,240,190,25.0
v_HeadMassage_g15_c01.avi,320,240,249,25.0
v_HeadMassage_g22_c07.avi,320,240,190,25.0
v_HeadMassage_g04_c01.avi,320,240,153,25.0
v_HeadMassage_g08_c06.avi,320,240,214,25.0
v_HeadMassage_g08_c01.avi,320,240,128,25.0
v_HeadMassage_g14_c07.avi,320,240,138,25.0
v_HeadMassage_g23_c01.avi,320,240,371,25.0
v_HeadMassage_g18_c07.avi,320,240,286,25.0
v_HeadMassage_g23_c06.avi,320,240,223,25.0
v_HeadMassage_g03_c04.avi,320,240,315,25.0
v_HeadMassage_g07_c04.avi,320,240,231,25.0
v_HeadMassage_g07_c03.avi,320,240,178,25.0
v_HeadMassage_g03_c03.avi,320,240,356,25.0
v_HeadMassage_g24_c04.avi,320,240,134,25.0
v_HeadMassage_g13_c02.avi,320,240,99,25.0
v_HeadMassage_g17_c02.avi,320,240,250,25.0
v_HeadMassage_g20_c04.avi,320,240,129,25.0
v_HeadMassage_g17_c05.avi,320,240,258,25.0
v_HeadMassage_g20_c03.avi,320,240,127,25.0
v_HeadMassage_g24_c03.avi,320,240,119,25.0
v_HeadMassage_g08_c02.avi,320,240,201,25.0
v_HeadMassage_g04_c02.avi,320,240,168,25.0
